Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,.5 KVA,0.45,0.5,0.55,0.61,0.67,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,1 KVA,0.45,0.5,0.55,0.61,0.67,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,3 KVA,0.9,1.0,1.1,1.21,1.33,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,5 KVA,1.13,1.25,1.38,1.51,1.66,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,9 KVA,1.8,2.0,2.2,2.42,2.66,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,15 KVA,2.25,2.5,2.75,3.03,3.33,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,30 KVA,3.6,4.0,4.4,4.84,5.32,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,45 KVA,4.05,4.5,4.95,5.45,5.99,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,50 KVA,4.5,5.0,5.5,6.05,6.66,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,75 KVA,5.4,6.0,6.6,7.26,7.99,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,112 KVA,6.53,7.25,7.98,8.77,9.65,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,150 KVA,7.2,8.0,8.8,9.68,10.65,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,167 KVA,7.43,8.25,9.08,9.98,10.98,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,200 KVA,8.1,9.0,9.9,10.89,11.98,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,250 KVA,9.0,10.0,11.0,12.1,13.31,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,333 KVA,10.8,12.0,13.2,14.52,15.97,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,500 KVA,14.4,16.0,17.6,19.36,21.3,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,75 KVA,10.8,12.0,13.2,14.52,15.97,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,100 KVA,12.6,14.0,15.4,16.94,18.63,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,150 KVA,14.4,16.0,17.6,19.36,21.3,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,200 KVA,15.3,17.0,18.7,20.57,22.63,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,250 KVA,16.2,18.0,19.8,21.78,23.96,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,300 KVA,17.1,19.0,20.9,22.99,25.29,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,500 KVA,20.7,23.0,25.3,27.83,30.61,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,750 KVA,25.2,28.0,30.8,33.88,37.27,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,1000 KVA,28.8,32.0,35.2,38.72,42.59,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,1500 KVA,32.4,36.0,39.6,43.56,47.92,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,2000 KVA,36.0,40.0,44.0,48.4,53.24,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,2500 KVA,45.0,50.0,55.0,60.5,66.55,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,3000 KVA,54.0,60.0,66.0,72.6,79.86,E
TRANSFORMERS,ALUMINUM DIRECT BURIAL CABLE,4000 KVA,63.0,70.0,77.0,84.7,93.17,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,100A,12.6,14.0,15.4,16.94,18.63,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,225A,15.3,17.0,18.7,20.57,22.63,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,400A,18.0,20.0,22.0,24.2,26.62,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,600A,27.0,30.0,33.0,36.3,39.93,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,800A,31.5,35.0,38.5,42.35,46.59,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1000A,36.0,40.0,44.0,48.4,53.24,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1350A,38.25,42.5,46.75,51.43,56.57,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1600A,40.5,45.0,49.5,54.45,59.9,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2000A,45.0,50.0,55.0,60.5,66.55,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2500A,49.5,55.0,60.5,66.55,73.21,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,3000A,54.0,60.0,66.0,72.6,79.86,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,4000A,58.5,65.0,71.5,78.65,86.52,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,100A,1.13,1.25,1.38,1.51,1.66,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,225A,1.35,1.5,1.65,1.82,2.0,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,400A,2.03,2.25,2.48,2.72,2.99,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,600A,2.7,3.0,3.3,3.63,3.99,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,800A,3.15,3.5,3.85,4.24,4.66,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1000A,3.6,4.0,4.4,4.84,5.32,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1350A,4.05,4.5,4.95,5.45,5.99,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1600A,4.5,5.0,5.5,6.05,6.66,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2000A,4.95,5.5,6.05,6.66,7.32,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2500A,5.4,6.0,6.6,7.26,7.99,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,3000A,6.3,7.0,7.7,8.47,9.32,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,4000A,7.2,8.0,8.8,9.68,10.65,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,100A,0.23,0.25,0.28,0.3,0.33,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,225A,0.32,0.35,0.39,0.42,0.47,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,400A,0.36,0.4,0.44,0.48,0.53,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,600A,0.41,0.45,0.5,0.54,0.6,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,800A,0.45,0.5,0.55,0.61,0.67,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1000A,0.54,0.6,0.66,0.73,0.8,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1350A,0.63,0.7,0.77,0.85,0.93,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,1600A,0.72,0.8,0.88,0.97,1.06,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2000A,0.81,0.9,0.99,1.09,1.2,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,2500A,0.9,1.0,1.1,1.21,1.33,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,3000A,0.99,1.1,1.21,1.33,1.46,E
BUS DUCT,ALUMINUM DIRECT BURIAL CABLE,4000A,1.08,1.2,1.32,1.45,1.6,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,100A,0.59,0.65,0.72,0.79,0.87,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,225A,0.77,0.85,0.94,1.03,1.13,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,400A,0.9,1.0,1.1,1.21,1.33,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,600A,1.08,1.2,1.32,1.45,1.6,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,800A,1.26,1.4,1.54,1.69,1.86,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1000A,1.35,1.5,1.65,1.82,2.0,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1350A,1.44,1.6,1.76,1.94,2.13,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1600A,1.53,1.7,1.87,2.06,2.26,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,2000A,1.62,1.8,1.98,2.18,2.4,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,2500A,1.71,1.9,2.09,2.3,2.53,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,3000A,1.8,2.0,2.2,2.42,2.66,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,4000A,1.8,2.0,2.2,2.42,2.66,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,30A,1.04,1.15,1.27,1.39,1.53,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,60A,1.35,1.5,1.65,1.82,2.0,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,100A,1.62,1.8,1.98,2.18,2.4,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,200A,2.57,2.85,3.14,3.45,3.79,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,400A,4.14,4.6,5.06,5.57,6.12,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,600A,6.21,6.9,7.59,8.35,9.18,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,800A,8.28,9.2,10.12,11.13,12.25,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1200A,12.42,13.8,15.18,16.7,18.37,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,100A,1.26,1.4,1.54,1.69,1.86,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,225A,1.62,1.8,1.98,2.18,2.4,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,400A,2.34,2.6,2.86,3.15,3.46,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,600A,3.24,3.6,3.96,4.36,4.79,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,800A,3.6,4.0,4.4,4.84,5.32,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1000A,4.14,4.6,5.06,5.57,6.12,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1350A,4.68,5.2,5.72,6.29,6.92,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,1600A,5.4,6.0,6.6,7.26,7.99,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,2000A,5.76,6.4,7.04,7.74,8.52,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,2500A,6.3,7.0,7.7,8.47,9.32,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,3000A,7.2,8.0,8.8,9.68,10.65,E
BUS DUCT FITTINGS,ALUMINUM DIRECT BURIAL CABLE,4000A,8.64,9.6,10.56,11.62,12.78,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,20A,7.2,8.0,8.8,9.68,10.65,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,30A,9.0,10.0,11.0,12.1,13.31,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,40A,10.8,12.0,13.2,14.52,15.97,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,50A,12.6,14.0,15.4,16.94,18.63,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,60A,14.4,16.0,17.6,19.36,21.3,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,20A,0.23,0.25,0.28,0.3,0.33,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,30A,0.27,0.3,0.33,0.36,0.4,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,40A,0.32,0.35,0.39,0.42,0.47,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,50A,0.36,0.4,0.44,0.48,0.53,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,60A,0.36,0.4,0.44,0.48,0.53,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,20A,0.32,0.35,0.39,0.42,0.47,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,30A,0.36,0.4,0.44,0.48,0.53,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,40A,0.41,0.45,0.5,0.54,0.6,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,50A,0.45,0.5,0.55,0.61,0.67,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,60A,0.5,0.55,0.61,0.67,0.73,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,20A,0.45,0.5,0.55,0.61,0.67,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,30A,0.5,0.55,0.61,0.67,0.73,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,40A,0.54,0.6,0.66,0.73,0.8,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,50A,0.59,0.65,0.72,0.79,0.87,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,60A,0.63,0.7,0.77,0.85,0.93,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,20A,0.25,0.3,0.35,0.39,0.42,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,30A,0.25,0.3,0.35,0.39,0.42,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,40A,0.3,0.35,0.4,0.44,0.48,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,50A,0.35,0.4,0.45,0.5,0.54,E
TROLLEY DUCT,ALUMINUM DIRECT BURIAL CABLE,60A,0.35,0.4,0.45,0.5,0.54,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.43,0.5,0.58,0.63,0.7,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.47,0.55,0.63,0.7,0.77,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.51,0.6,0.69,0.76,0.83,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.55,0.65,0.75,0.82,0.9,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.34,0.4,0.46,0.51,0.56,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.38,0.45,0.52,0.57,0.63,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.43,0.5,0.58,0.63,0.7,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.47,0.55,0.63,0.7,0.77,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.38,0.45,0.52,0.57,0.63,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.43,0.5,0.58,0.63,0.7,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,5-LAMP,0.47,0.55,0.63,0.7,0.77,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,6-LAMP,0.51,0.6,0.69,0.76,0.83,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.51,0.6,0.69,0.76,0.83,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.55,0.65,0.75,0.82,0.9,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.64,0.75,0.86,0.95,1.04,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.68,0.8,0.92,1.01,1.11,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.55,0.65,0.75,0.82,0.9,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.64,0.75,0.86,0.95,1.04,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.34,0.4,0.46,0.51,0.56,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.43,0.5,0.58,0.63,0.7,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.38,0.45,0.52,0.57,0.63,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.64,0.75,0.86,0.95,1.04,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP (Rough Only),0.43,0.5,0.58,0.63,0.7,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.21,0.25,0.29,0.32,0.35,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.3,0.35,0.4,0.44,0.49,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,PER FOOT,0.09,0.1,0.12,0.13,0.14,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.21,0.25,0.29,0.32,0.35,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.51,0.6,0.69,0.76,0.83,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.85,1.0,1.15,1.27,1.39,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,1.91,2.25,2.59,2.85,3.13,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.6,0.7,0.81,0.89,0.97,E
INCANDESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.77,0.9,1.04,1.14,1.25,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,1-LAMP,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.55,0.65,0.75,0.82,0.9,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.6,0.7,0.81,0.89,0.97,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.64,0.75,0.86,0.95,1.04,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.77,0.9,1.04,1.14,1.25,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,6-LAMP,0.85,1.0,1.15,1.27,1.39,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,3-LAMP,0.55,0.65,0.75,0.82,0.9,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,4-LAMP,0.6,0.7,0.81,0.89,0.97,E
FLUORESCENT FIXTURES,ALUMINUM DIRECT BURIAL CABLE,2-LAMP,0.34,0.4,0.46,0.51,0.56,E
FLUORESCENT FIXTURES,PRE-LAMPED,2-LAMP,0.34,0.4,0.46,0.51,0.56,E
FLUORESCENT FIXTURES,PRE-LAMPED,2-LAMP,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,PRE-LAMPED,3-LAMP,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,PRE-LAMPED,PRE-LAMPED 4-LAMP,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,PRE-LAMPED,2-LAMP,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.55,0.65,0.75,0.82,0.9,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.6,0.7,0.81,0.89,0.97,E
FLUORESCENT FIXTURES,SCREWS,3-LAMP,0.64,0.75,0.86,0.95,1.04,E
FLUORESCENT FIXTURES,SCREWS,WITH TOGGLE 4-LAMP,0.68,0.8,0.92,1.01,1.11,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.55,0.65,0.75,0.82,0.9,E
FLUORESCENT FIXTURES,SCREWS,CHAIN HUNG 4-LAMP,0.64,0.75,0.86,0.95,1.04,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.77,0.9,1.04,1.14,1.25,E
FLUORESCENT FIXTURES,SCREWS,CHAIN HUNG 4-LAMP,0.85,1.0,1.15,1.27,1.39,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.85,1.0,1.15,1.27,1.39,E
FLUORESCENT FIXTURES,SCREWS,CHAIN HUNG 4-LAMP,0.94,1.1,1.27,1.39,1.53,E
FLUORESCENT FIXTURES,SCREWS,2' LONG,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,SCREWS,3' LONG,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,SCREWS,4' LONG,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,SCREWS,ONE LAMP 6' LONG,0.68,0.8,0.92,1.01,1.11,E
FLUORESCENT FIXTURES,SCREWS,8' LONG,0.77,0.9,1.04,1.14,1.25,E
FLUORESCENT FIXTURES,SCREWS,16' LONG - TANDEM,1.53,1.8,2.07,2.28,2.5,E
FLUORESCENT FIXTURES,SCREWS,2' LONG,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,SCREWS,3' LONG,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,SCREWS,4' LONG,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,SCREWS,6' LONG,0.72,0.85,0.98,1.08,1.18,E
FLUORESCENT FIXTURES,SCREWS,TWO LAMP 8' LONG,0.81,0.95,1.09,1.2,1.32,E
FLUORESCENT FIXTURES,SCREWS,16' LONG - TANDEM,1.62,1.9,2.19,2.4,2.64,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,SCREWS,2' LONG,0.43,0.5,0.58,0.63,0.7,E
FLUORESCENT FIXTURES,SCREWS,3' LONG,0.47,0.55,0.63,0.7,0.77,E
FLUORESCENT FIXTURES,SCREWS,4' LONG,0.51,0.6,0.69,0.76,0.83,E
FLUORESCENT FIXTURES,SCREWS,1-LAMP TYPE,0.64,0.75,0.86,0.95,1.04,E
FLUORESCENT FIXTURES,SCREWS,1-LAMP TYPE,0.38,0.45,0.52,0.57,0.63,E
FLUORESCENT FIXTURES,SCREWS,2-LAMP TYPE,0.47,0.55,0.63,0.7,0.77,E
HID FIXTURES,SCREWS,100W,0.77,0.9,1.04,1.14,1.26,E
HID FIXTURES,SCREWS,150W,0.85,1.0,1.15,1.27,1.39,E
HID FIXTURES,SCREWS,175W,0.94,1.1,1.27,1.4,1.54,E
HID FIXTURES,SCREWS,200W,1.02,1.2,1.38,1.52,1.67,E
HID FIXTURES,SCREWS,250W,1.06,1.25,1.44,1.58,1.74,E
HID FIXTURES,SCREWS,400W,1.49,1.75,2.01,2.21,2.43,E
HID FIXTURES,SCREWS,1000W,1.7,2.0,2.3,2.53,2.78,E
HID FIXTURES,SCREWS,100W,0.94,1.1,1.27,1.39,1.53,E
HID FIXTURES,SCREWS,150W,1.02,1.2,1.38,1.52,1.67,E
HID FIXTURES,SCREWS,175W,1.11,1.3,1.5,1.64,1.81,E
HID FIXTURES,SCREWS,200W,1.19,1.4,1.61,1.77,1.95,E
HID FIXTURES,SCREWS,250W,1.28,1.5,1.73,1.9,2.09,E
HID FIXTURES,SCREWS,400W,1.7,2.0,2.3,2.53,2.78,E
HID FIXTURES,SCREWS,1000W,1.96,2.3,2.65,2.91,3.2,E
HID FIXTURES,SCREWS,100W,0.55,0.65,0.75,0.82,0.9,E
HID FIXTURES,SCREWS,150W,0.6,0.7,0.81,0.89,0.97,E
HID FIXTURES,SCREWS,175W,0.64,0.75,0.86,0.95,1.04,E
HID FIXTURES,SCREWS,200W,0.68,0.8,0.92,1.01,1.11,E
HID FIXTURES,SCREWS,250W,0.72,0.85,0.98,1.08,1.18,E
HID FIXTURES,SCREWS,175W,1.15,1.35,1.55,1.71,1.88,E
HID FIXTURES,SCREWS,200W,1.19,1.4,1.61,1.77,1.95,E
HID FIXTURES,SCREWS,250W,1.28,1.5,1.73,1.9,2.09,E
HID FIXTURES,SCREWS,400W,1.45,1.7,1.96,2.15,2.37,E
HID FIXTURES,SCREWS,1000W,1.7,2.0,2.3,2.53,2.78,E
HID FIXTURES,SCREWS,150W,0.77,0.9,1.04,1.14,1.25,E
HID FIXTURES,SCREWS,200W,0.85,1.0,1.15,1.27,1.39,E
HID FIXTURES,SCREWS,250W,0.94,1.1,1.27,1.39,1.53,E
HID FIXTURES,SCREWS,175W,1.02,1.2,1.38,1.52,1.67,E
HID FIXTURES,SCREWS,100W,1.45,1.7,1.96,2.15,2.37,E
HID FIXTURES,SCREWS,150W,1.53,1.8,2.07,2.28,2.5,E
HID FIXTURES,SCREWS,175W,1.62,1.9,2.19,2.4,2.64,E
HID FIXTURES,SCREWS,200W,1.7,2.0,2.3,2.53,2.78,E
