Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,60 AMP,0.23,0.25,0.28,0.3,0.33,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,70 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,2-Pole 80 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,90 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 AMP,0.36,0.4,0.44,0.48,0.53,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,30 AMP,0.23,0.25,0.28,0.3,0.33,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,40 AMP,0.23,0.25,0.28,0.3,0.33,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,50 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,60 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,70 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,3-Pole 80 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,90 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 AMP,0.41,0.45,0.5,0.54,0.6,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 & 20 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 & 25 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 & 30 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 & 40 AMP,0.32,0.35,0.39,0.42,0.47,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 & 50 AMP,0.36,0.4,0.44,0.48,0.53,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP 1-POLE,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP 1-POLE,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP 2-POLE,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP 2-POLE,0.18,0.2,0.22,0.24,0.27,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.27,0.3,0.33,0.36,0.4,E
PLUG-IN CIRCUIT BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.27,0.3,0.33,0.36,0.4,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 8 CIR,1.98,2.2,2.42,2.66,2.93,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 12 CIR,2.16,2.4,2.64,2.9,3.19,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 16 CIR,2.34,2.6,2.86,3.15,3.46,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100A - 20 CIR,2.52,2.8,3.08,3.39,3.73,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 24 CIR,2.7,3.0,3.3,3.63,3.99,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 32 CIR,2.93,3.25,3.58,3.93,4.33,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 36 CIR,3.15,3.5,3.85,4.24,4.66,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 40 CIR,3.38,3.75,4.13,4.54,4.99,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400A - 32 CIR,3.6,4.0,4.4,4.84,5.32,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400A - 36 CIR,3.83,4.25,4.68,5.14,5.66,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,NEMA 1 400A - 40 CIR,4.05,4.5,4.95,5.45,5.99,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 8 CIR,2.52,2.8,3.08,3.39,3.73,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 12 CIR,2.7,3.0,3.3,3.63,3.99,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 A - 16 CIR,2.88,3.2,3.52,3.87,4.26,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100A - 20 CIR,3.06,3.4,3.74,4.11,4.53,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 24 CIR,3.24,3.6,3.96,4.36,4.79,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 32 CIR,3.47,3.85,4.24,4.66,5.12,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 36 CIR,3.69,4.1,4.51,4.96,5.46,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225A - 40 CIR,3.92,4.35,4.79,5.26,5.79,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400A - 32 CIR,4.14,4.6,5.06,5.57,6.12,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,NEMA 3R 400A - 36 CIR,4.37,4.85,5.34,5.87,6.46,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400A - 40 CIR,4.59,5.1,5.61,6.17,6.79,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.14,0.15,0.17,0.18,0.2,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.14,0.15,0.17,0.18,0.2,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,30 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,40 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,50 AMP,0.23,0.25,0.28,0.3,0.33,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,60 AMP,0.23,0.25,0.28,0.3,0.33,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.18,0.2,0.22,0.24,0.27,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,30 AMP,0.22,0.24,0.26,0.29,0.31,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,40 AMP,0.24,0.26,0.28,0.31,0.34,E
PANELBOARD & BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,50 AMP,0.3,0.33,0.36,0.4,0.44,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.18,0.2,0.22,0.24,0.27,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.18,0.2,0.22,0.24,0.27,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,30 AMP,0.23,0.25,0.28,0.3,0.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,40 AMP,0.23,0.25,0.28,0.3,0.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,50 AMP,0.27,0.3,0.33,0.36,0.4,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,60 AMP,0.27,0.3,0.33,0.36,0.4,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,70 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,80 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,90 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 AMP,0.41,0.45,0.5,0.54,0.6,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,125 AMP,0.41,0.45,0.5,0.54,0.6,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,150 AMP,0.5,0.55,0.61,0.67,0.73,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,175 AMP,0.5,0.55,0.61,0.67,0.73,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,200 AMP,0.59,0.65,0.72,0.79,0.87,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225 AMP,0.59,0.65,0.72,0.79,0.87,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,250 AMP,0.72,0.8,0.88,0.97,1.06,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,300 AMP,0.72,0.8,0.88,0.97,1.06,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,350 AMP,0.9,1.0,1.1,1.21,1.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400 AMP,0.9,1.0,1.1,1.21,1.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,15 AMP,0.23,0.25,0.28,0.3,0.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,20 AMP,0.23,0.25,0.28,0.3,0.33,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,30 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,40 AMP,0.32,0.35,0.39,0.42,0.47,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,50 AMP,0.36,0.4,0.44,0.48,0.53,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,60 AMP,0.36,0.4,0.44,0.48,0.53,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,70 AMP,0.41,0.45,0.5,0.54,0.6,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,80 AMP,0.41,0.45,0.5,0.54,0.6,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,90 AMP,0.41,0.45,0.5,0.54,0.6,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,100 AMP,0.54,0.6,0.66,0.73,0.8,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,125 AMP,0.54,0.6,0.66,0.73,0.8,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,150 AMP,0.68,0.75,0.83,0.91,1.0,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,175 AMP,0.68,0.75,0.83,0.91,1.0,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,200 AMP,0.77,0.85,0.94,1.03,1.13,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,225 AMP,0.77,0.85,0.94,1.03,1.13,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,250 AMP,0.95,1.05,1.16,1.27,1.4,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,300 AMP,0.95,1.05,1.16,1.27,1.4,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,350 AMP,1.17,1.3,1.43,1.57,1.73,E
BOLT-ON BREAKERS,ALUMINUM DIRECT BURIAL CABLE,400 AMP,1.17,1.3,1.43,1.57,1.73,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,600A,5.4,6.0,6.6,7.26,7.99,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,800A,6.3,7.0,7.7,8.47,9.32,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1000A,7.2,8.0,8.8,9.68,10.65,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1200A,8.1,9.0,9.9,10.89,11.98,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1600A,9.0,10.0,11.0,12.1,13.31,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2000A,10.8,12.0,13.2,14.52,15.97,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2500A,12.6,14.0,15.4,16.94,18.63,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,3000A,14.4,16.0,17.6,19.36,21.3,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,4000A,18.0,20.0,22.0,24.2,26.62,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,600A,7.2,8.0,8.8,9.68,10.65,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,800A,9.0,10.0,11.0,12.1,13.31,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1000A,10.8,12.0,13.2,14.52,15.97,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1200A,12.6,14.0,15.4,16.94,18.63,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1600A,14.4,16.0,17.6,19.36,21.3,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2000A,16.2,18.0,19.8,21.78,23.96,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2500A,18.0,20.0,22.0,24.2,26.62,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,3000A,21.6,24.0,26.4,29.04,31.94,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,4000A,25.2,28.0,30.8,33.88,37.27,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,600A,7.2,8.0,8.8,9.68,10.65,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,800A,9.0,10.0,11.0,12.1,13.31,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1000A,10.8,12.0,13.2,14.52,15.97,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1200A,13.5,15.0,16.5,18.15,19.97,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,1600A,16.2,18.0,19.8,21.78,23.96,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2000A,23.4,26.0,28.6,31.46,34.61,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,2500A,27.0,30.0,33.0,36.3,39.93,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,3000A,32.4,36.0,39.6,43.56,47.92,E
SWITCHGEAR,ALUMINUM DIRECT BURIAL CABLE,4000A,39.6,44.0,48.4,53.24,58.56,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,400A,9.0,10.0,11.0,12.1,13.31,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,600A,10.8,12.0,13.2,14.52,15.97,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,800A,12.6,14.0,15.4,16.94,18.63,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1000A,14.4,16.0,17.6,19.36,21.3,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1200A,16.2,18.0,19.8,21.78,23.96,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1600A,19.8,22.0,24.2,26.62,29.28,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,2000A,25.2,28.0,30.8,33.88,37.27,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,30A,0.72,0.8,0.88,0.97,1.06,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,60A,0.81,0.9,0.99,1.09,1.2,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,100A,0.9,1.0,1.1,1.21,1.33,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,200A,1.22,1.35,1.49,1.63,1.8,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,400A,1.49,1.65,1.82,2.0,2.2,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,600A,1.8,2.0,2.2,2.42,2.66,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,800A,2.07,2.3,2.53,2.78,3.06,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1200A,2.34,2.6,2.86,3.15,3.46,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,600A,1.8,2.0,2.2,2.42,2.66,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,800A,2.07,2.3,2.53,2.78,3.06,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1000A,2.21,2.45,2.7,2.96,3.26,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1200A,2.34,2.6,2.86,3.15,3.46,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,30A,0.09,0.1,0.11,0.12,0.13,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,60A,0.14,0.15,0.17,0.18,0.2,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,100A,0.18,0.2,0.22,0.24,0.27,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,200A,0.23,0.25,0.28,0.3,0.33,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,400A,0.27,0.3,0.33,0.36,0.4,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,600A,0.32,0.35,0.39,0.42,0.47,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,800A,0.32,0.35,0.39,0.42,0.47,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1200A,0.36,0.4,0.44,0.48,0.53,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,1600A,0.36,0.4,0.44,0.48,0.53,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,2000A,0.45,0.5,0.55,0.61,0.67,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,3000A,0.45,0.5,0.55,0.61,0.67,E
METERS & FUSES,ALUMINUM DIRECT BURIAL CABLE,4000A,0.54,0.6,0.66,0.73,0.8,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,30A,0.68,0.75,0.83,0.91,1.0,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,60A,0.9,1.0,1.1,1.21,1.33,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,100A,1.13,1.25,1.38,1.51,1.66,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,200A,1.8,2.0,2.2,2.42,2.66,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,400A,2.7,3.0,3.3,3.63,3.99,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,600A,3.6,4.0,4.4,4.84,5.32,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,800A,5.4,6.0,6.6,7.26,7.99,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,30A,0.77,0.85,0.94,1.03,1.13,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,60A,0.99,1.1,1.21,1.33,1.46,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,100A,1.26,1.4,1.54,1.69,1.86,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,200A,1.98,2.2,2.42,2.66,2.93,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,400A,2.97,3.3,3.63,3.99,4.39,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,600A,3.96,4.4,4.84,5.32,5.86,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,800A,5.94,6.6,7.26,7.99,8.78,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,30A,0.81,0.9,0.99,1.09,1.2,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,60A,1.08,1.2,1.32,1.45,1.6,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,100A,1.35,1.5,1.65,1.82,2.0,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,200A,2.16,2.4,2.64,2.9,3.19,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,400A,3.24,3.6,3.96,4.36,4.79,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,600A,4.32,4.8,5.28,5.81,6.39,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,800A,6.48,7.2,7.92,8.71,9.58,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,30A,0.9,1.0,1.1,1.21,1.33,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,60A,1.17,1.3,1.43,1.57,1.73,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,100A,1.53,1.7,1.87,2.06,2.26,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,200A,2.39,2.65,2.92,3.21,3.53,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,400A,3.6,4.0,4.4,4.84,5.32,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,600A,4.77,5.3,5.83,6.41,7.05,E
SAFETY SWITCHES,ALUMINUM DIRECT BURIAL CABLE,800A,7.2,8.0,8.8,9.68,10.65,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 00,0.45,0.5,0.55,0.61,0.67,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 0,0.45,0.5,0.55,0.61,0.67,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 1,0.59,0.65,0.72,0.79,0.87,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 00,0.63,0.7,0.77,0.85,0.93,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 0,0.63,0.7,0.77,0.85,0.93,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 1,0.81,0.9,0.99,1.09,1.2,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 00,1.13,1.25,1.38,1.51,1.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 0,1.35,1.5,1.65,1.82,2.0,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 1,1.58,1.75,1.93,2.12,2.33,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 2,1.8,2.0,2.2,2.42,2.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 3,2.25,2.5,2.75,3.03,3.33,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 4,2.7,3.0,3.3,3.63,3.99,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 5,3.15,3.5,3.85,4.24,4.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 6,3.6,4.0,4.4,4.84,5.32,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 00,1.58,1.75,1.93,2.12,2.33,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 0,1.8,2.0,2.2,2.42,2.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 1,2.03,2.25,2.48,2.72,2.99,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 2,2.48,2.75,3.03,3.33,3.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 3,2.93,3.25,3.58,3.93,4.33,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 4,3.38,3.75,4.13,4.54,4.99,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 5,4.05,4.5,4.95,5.45,5.99,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,SIZE 6,4.5,5.0,5.5,6.05,6.66,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,1-SECTION,3.6,4.0,4.4,4.84,5.32,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,2-SECTION,7.2,8.0,8.8,9.68,10.65,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,3-SECTION,10.8,12.0,13.2,14.52,15.97,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,4-SECTION,14.4,16.0,17.6,19.36,21.3,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,5-SECTION,18.0,20.0,22.0,24.2,26.62,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,6-SECTION,21.6,24.0,26.4,29.04,31.94,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,7-SECTION,25.2,28.0,30.8,33.88,37.27,E
MOTOR CONTROL,ALUMINUM DIRECT BURIAL CABLE,8-SECTION,28.8,32.0,35.2,38.72,42.59,E
